Hãng_Mẫu,Năm_SX,Giá_Triệu,Địa_Điểm,Chuỗi_Gốc,Số_KM
Lexus NX,2019.0,1599,Bắc Ninh,Ban xe oto cu Lexus NX 2019 300 gia 1 Tỷ 599 Triệu - Bắc Ninh,12000.0
VinFast Lux A 2.0,2021.0,640,Hà Nội,Ban xe oto cu VinFast Lux A 2.0 2021 Premium 2.0 AT gia 640 Triệu - Hà Nội,32200.0
VinFast Lux A 2.0,2022.0,580,Hà Nội,Ban xe oto cu VinFast Lux A 2.0 2022 Nâng cao gia 580 Triệu - Hà Nội,44000.0
VinFast Lux SA 2.0,2021.0,670,Hà Nội,Ban xe oto cu VinFast Lux SA 2.0 2021 Premium 2.0 AT gia 670 Triệu - Hà Nội,120000.0
VinFast Lux A 2.0,2022.0,560,Hà Nội,Ban xe oto cu VinFast Lux A 2.0 2022 Tiêu chuẩn gia 560 Triệu - Hà Nội,68000.0
VinFast President,2020.0,999,Hà Nội,Ban xe oto cu VinFast President 2020 6.2 V8 gia 999 Triệu - Hà Nội,69000.0
Mercedes Benz CLA class,2014.0,498,TP HCM,Ban xe oto cu Mercedes Benz CLA class 2014 CLA 250 4Matic gia 498 Triệu - TP HCM,90000.0
Toyota Corolla altis,2009.0,275,TP HCM,Ban xe oto cu Toyota Corolla altis 2009 1.8G AT gia 275 Triệu - TP HCM,110000.0
Kia Sorento,2017.0,475,TP HCM,Ban xe oto cu Kia Sorento 2017 GAT gia 475 Triệu - TP HCM,47000.0
Toyota Veloz,2026.0,547,Hà Nội,Ban xe oto Toyota Veloz 2026 Cross Top 1.5 CVT gia 547 Triệu - Hà Nội,
Mazda CX5,2022.0,688,TP HCM,Ban xe oto cu Mazda CX5 2022 Premium 2.0 AT gia 688 Triệu - TP HCM,16000.0
Ford Ranger,2025.0,860,TP HCM,Ban xe oto cu Ford Ranger 2025 Wildtrak 2.0L 4x4 AT gia 860 Triệu - TP HCM,5000.0
Toyota Highlander,2011.0,495,Thái Nguyên,Ban xe oto cu Toyota Highlander 2011 SE 2.7 gia 495 Triệu - Thái Nguyên,105000.0
Mercedes Benz GLC,2022.0,1388,TP HCM,Ban xe oto cu Mercedes Benz GLC 2022 200 gia 1 Tỷ 388 Triệu - TP HCM,43000.0
Honda CRV,2024.0,1179,TP HCM,Ban xe oto cu Honda CRV 2024 L AWD gia 1 Tỷ 179 Triệu - TP HCM,9000.0
Audi TT,2008.0,499,TP HCM,Ban xe oto cu Audi TT 2008 S 2.0 AT gia 499 Triệu - TP HCM,
VinFast VF8,2023.0,580,Hà Nội,Ban xe oto cu VinFast VF8 2023 Eco AWD gia 580 Triệu - Hà Nội,55000.0
Toyota Camry,2007.0,280,Hà Nội,Ban xe oto cu Toyota Camry 2007 LE 2.4 gia 280 Triệu - Hà Nội,130000.0
Infiniti QX80,2016.0,1680,TP HCM,Ban xe oto cu Infiniti QX80 2016 80 5.6 AWD gia 1 Tỷ 680 Triệu - TP HCM,86800.0
Ford Ranger,2021.0,490,Đà Nẵng,Ban xe oto cu Ford Ranger 2021 XL 2.2L 4x4 MT gia 490 Triệu - Đà Nẵng,66000.0
Hyundai Tucson,2026.0,790,Hà Nội,Ban xe oto Hyundai Tucson 2026 2.0 AT Đặc biệt gia 790 Triệu - Hà Nội,
Honda BR V,2026.0,645,Hà Nội,Ban xe oto Honda BR V 2026 L gia 645 Triệu - Hà Nội,
Hyundai Accent,2024.0,495,TP HCM,Ban xe oto cu Hyundai Accent 2024 1.4 AT Đặc Biệt gia 495 Triệu - TP HCM,8000.0
Mercedes Benz S class,2023.0,5149,TP HCM,Ban xe oto cu Mercedes Benz S class 2023 S450 4Matic Luxury gia 5 Tỷ 149 Triệu - TP HCM,10000.0
Mercedes Benz EQB,2025.0,2239,TP HCM,Ban xe oto cu Mercedes Benz EQB 2025 250+ gia 2 Tỷ 239 Triệu - TP HCM,0.0
Mercedes Benz GLC,2023.0,2309,TP HCM,Ban xe oto cu Mercedes Benz GLC 2023 300 4Matic gia 2 Tỷ 309 Triệu - TP HCM,21500.0
Mercedes Benz C class,2025.0,1969,TP HCM,Ban xe oto cu Mercedes Benz C class 2025 C300 AMG gia 1 Tỷ 969 Triệu - TP HCM,0.0
Mercedes Benz GLC,2024.0,2599,TP HCM,Ban xe oto cu Mercedes Benz GLC 2024 300 4Matic gia 2 Tỷ 599 Triệu - TP HCM,0.0
Mercedes Benz E class,2023.0,2099,TP HCM,Ban xe oto cu Mercedes Benz E class 2023 E200 Exclusive gia 2 Tỷ 99 Triệu - TP HCM,0.0
Mercedes Benz E class,2023.0,2099,TP HCM,Ban xe oto cu Mercedes Benz E class 2023 E200 Exclusive gia 2 Tỷ 99 Triệu - TP HCM,0.0
Mercedes Benz GLC,2024.0,2609,TP HCM,Ban xe oto cu Mercedes Benz GLC 2024 300 4Matic gia 2 Tỷ 609 Triệu - TP HCM,0.0
Mercedes Benz Vito,2022.0,2899,TP HCM,Ban xe oto cu Mercedes Benz Vito 2022 Tourer 121 V2 gia 2 Tỷ 899 Triệu - TP HCM,500.0
Mercedes Benz S class,2023.0,5099,TP HCM,Ban xe oto cu Mercedes Benz S class 2023 S450 4Matic Luxury gia 5 Tỷ 99 Triệu - TP HCM,3500.0
Mercedes Benz GLC,2018.0,950,Hà Nội,Ban xe oto cu Mercedes Benz GLC 2018 300 4Matic gia 950 Triệu - Hà Nội,85000.0
Mercedes Benz C class,2022.0,1499,TP HCM,Ban xe oto cu Mercedes Benz C class 2022 C300 AMG gia 1 Tỷ 499 Triệu - TP HCM,54000.0
Kia Carnival,2022.0,1169,TP HCM,Ban xe oto cu Kia Carnival 2022 Signature 2.2D gia 1 Tỷ 169 Triệu - TP HCM,45000.0
Mercedes Benz C class,2025.0,1939,TP HCM,Ban xe oto cu Mercedes Benz C class 2025 C300 AMG gia 1 Tỷ 939 Triệu - TP HCM,0.0
Mercedes Benz GLC,2021.0,1199,TP HCM,Ban xe oto cu Mercedes Benz GLC 2021 200 gia 1 Tỷ 199 Triệu - TP HCM,51000.0
BMW X3,2013.0,559,TP HCM,Ban xe oto cu BMW X3 2013 xDrive20i gia 559 Triệu - TP HCM,67000.0
MG 5,2024.0,455,TP HCM,Ban xe oto cu MG 5 2024 Luxury 1.5 AT gia 455 Triệu - TP HCM,24000.0
Mercedes Benz GLC,2020.0,1079,TP HCM,Ban xe oto cu Mercedes Benz GLC 2020 200 gia 1 Tỷ 79 Triệu - TP HCM,61000.0
Mercedes Benz GLC,2020.0,1399,TP HCM,Ban xe oto cu Mercedes Benz GLC 2020 300 4Matic gia 1 Tỷ 399 Triệu - TP HCM,62000.0
Mercedes Benz GLC,2019.0,899,TP HCM,Ban xe oto cu Mercedes Benz GLC 2019 200 gia 899 Triệu - TP HCM,42000.0
Porsche Cayenne,2022.0,4699,TP HCM,Ban xe oto cu Porsche Cayenne 2022 Coupe Platinum Edition gia 4 Tỷ 699 Triệu - TP HCM,56000.0
BMW 3 Series,2023.0,1199,TP HCM,Ban xe oto cu BMW 3 Series 2023 320i Sport Line gia 1 Tỷ 199 Triệu - TP HCM,61000.0
Toyota Innova,2026.0,785,Hà Nội,Ban xe oto Toyota Innova 2026 Cross 2.0V CVT gia 785 Triệu - Hà Nội,
BMW X3,2025.0,2159,TP HCM,Ban xe oto cu BMW X3 2025 xDrive20i gia 2 Tỷ 159 Triệu - TP HCM,2689.0
Hyundai Custin,2023.0,820,Hà Nội,Ban xe oto cu Hyundai Custin 2023 Cao Cấp 2.0T gia 820 Triệu - Hà Nội,48000.0
Toyota Land Cruiser,2014.0,1880,TP HCM,Ban xe oto cu Toyota Land Cruiser 2014 VX 4.6 V8 gia 1 Tỷ 880 Triệu - TP HCM,182000.0
Mazda CX5,2019.0,585,Hải Dương,Ban xe oto cu Mazda CX5 2019 2.5 AT 2WD gia 585 Triệu - Hải Dương,90000.0
Honda CRV,2017.0,515,Hải Dương,Ban xe oto cu Honda CRV 2017 2.4 AT - TG gia 515 Triệu - Hải Dương,10000.0
Toyota Camry,2023.0,1080,Hải Dương,Ban xe oto cu Toyota Camry 2023 2.5Q gia 1 Tỷ 80 Triệu - Hải Dương,42000.0
Mitsubishi Attrage,2022.0,340,Hà Nội,Ban xe oto cu Mitsubishi Attrage 2022 Premium 1.2 CVT gia 340 Triệu - Hà Nội,70000.0
Kia Seltos,2020.0,510,Hà Nội,Ban xe oto cu Kia Seltos 2020 Luxury 1.4 AT gia 510 Triệu - Hà Nội,79000.0
Kia Seltos,2024.0,699,Hà Nội,Ban xe oto cu Kia Seltos 2024 Premium 1.5 AT gia 699 Triệu - Hà Nội,10000.0
Toyota Yaris Cross,2026.0,689,Hà Nội,Ban xe oto Toyota Yaris Cross 2026 HEV 1.5 CVT gia 689 Triệu - Hà Nội,
Audi TT,2016.0,1029,TP HCM,Ban xe oto cu Audi TT 2016 2.0 TFSI gia 1 Tỷ 29 Triệu - TP HCM,51000.0
Mercedes Benz S class,2010.0,480,Hà Nội,Ban xe oto cu Mercedes Benz S class 2010 S300L gia 480 Triệu - Hà Nội,10710.0
Toyota Corolla altis,2015.0,410,Hà Nội,Ban xe oto cu Toyota Corolla altis 2015 1.8G AT gia 410 Triệu - Hà Nội,48900.0
Audi TT,2015.0,989,TP HCM,Ban xe oto cu Audi TT 2015 2.0 TFSI gia 989 Triệu - TP HCM,32000.0
MG RX5,2023.0,495,Hà Nội,Ban xe oto cu MG RX5 2023 1.5T STD gia 495 Triệu - Hà Nội,40000.0
Porsche Cayenne,2022.0,4699,TP HCM,Ban xe oto cu Porsche Cayenne 2022 Coupe Platinum Edition gia 4 Tỷ 699 Triệu - TP HCM,32000.0
Mercedes Benz E class,2018.0,979,TP HCM,Ban xe oto cu Mercedes Benz E class 2018 E250 gia 979 Triệu - TP HCM,83000.0
Audi A4,2014.0,489,TP HCM,Ban xe oto cu Audi A4 2014 1.8 TFSI gia 489 Triệu - TP HCM,42000.0
Lexus RX,2020.0,2399,TP HCM,Ban xe oto cu Lexus RX 2020 300 gia 2 Tỷ 399 Triệu - TP HCM,78000.0
VinFast VF6,2025.0,580,Hà Nội,Ban xe oto cu VinFast VF6 2025 Eco gia 580 Triệu - Hà Nội,24000.0
Mercedes Benz GLC,2017.0,899,TP HCM,Ban xe oto cu Mercedes Benz GLC 2017 300 4Matic gia 899 Triệu - TP HCM,42000.0
Kia Cerato,2017.0,379,Lào Cai,Ban xe oto cu Kia Cerato 2017 1.6 AT gia 379 Triệu - Lào Cai,43000.0
VinFast VF8,2026.0,945,Hà Nội,Ban xe oto VinFast VF8 2026 Plus AWD gia 945 Triệu - Hà Nội,
Chevrolet Spark,2017.0,90,Hà Nội,Ban xe oto cu Chevrolet Spark 2017 Duo Van 1.2 MT gia 90 Triệu - Hà Nội,90000.0
Kia Morning,2015.0,245,Hà Nội,Ban xe oto cu Kia Morning 2015 Si AT gia 245 Triệu - Hà Nội,76000.0
Mitsubishi Xpander,2022.0,490,Hà Nội,Ban xe oto cu Mitsubishi Xpander 2022 Premium 1.5 AT gia 490 Triệu - Hà Nội,69000.0
Mercedes Benz S class,2017.0,2900,Hà Nội,Ban xe oto cu Mercedes Benz S class 2017 S450 4Matic Maybach gia 2 Tỷ 900 Triệu - Hà Nội,80000.0
Toyota Fortuner,2014.0,430,Quảng Ninh,Ban xe oto cu Toyota Fortuner 2014 TRD Sportivo 4x2 AT gia 430 Triệu - Quảng Ninh,120000.0
Lexus LS,2007.0,515,Hà Nội,Ban xe oto cu Lexus LS 2007 460L gia 515 Triệu - Hà Nội,152000.0
MG G50,2025.0,680,Hà Nội,Ban xe oto cu MG G50 2025 1.5 AT Lux 8S gia 680 Triệu - Hà Nội,17789.0
Toyota Vios,2016.0,185,Hà Nội,Ban xe oto cu Toyota Vios 2016 1.5E gia 185 Triệu - Hà Nội,19000.0
Mitsubishi Attrage,2018.0,179,Hà Nội,Ban xe oto cu Mitsubishi Attrage 2018 1.2 MT gia 179 Triệu - Hà Nội,128000.0
Mazda 6,2015.0,420,Hà Nội,Ban xe oto cu Mazda 6 2015 2.5 AT gia 420 Triệu - Hà Nội,90789.0
Lexus RX,2014.0,1288,Hà Nội,Ban xe oto cu Lexus RX 2014 350 F-Sport gia 1 Tỷ 288 Triệu - Hà Nội,120000.0
Suzuki Swift,2018.0,369,Thái Bình,Ban xe oto cu Suzuki Swift 2018 GLX 1.2 AT gia 369 Triệu - Thái Bình,65000.0
Mazda CX5,2023.0,725,Hà Nội,Ban xe oto cu Mazda CX5 2023 Premium 2.0 AT gia 725 Triệu - Hà Nội,40000.0
Hyundai SantaFe,2016.0,559,Hà Nội,Ban xe oto cu Hyundai SantaFe 2016 2.2L 4WD gia 559 Triệu - Hà Nội,146000.0
Hyundai Tucson,2018.0,589,Hà Nội,Ban xe oto cu Hyundai Tucson 2018 2.0 AT CRDi gia 589 Triệu - Hà Nội,130000.0
Chevrolet Aveo,2017.0,259,Hà Nội,Ban xe oto cu Chevrolet Aveo 2017 LTZ 1.4 AT gia 259 Triệu - Hà Nội,50000.0
Mercedes Benz GLK Class,2013.0,419,Hà Nội,Ban xe oto cu Mercedes Benz GLK Class 2013 GLK220 CDI 4Matic gia 419 Triệu - Hà Nội,140000.0
Mitsubishi Pajero Sport,2018.0,660,Hà Nội,Ban xe oto cu Mitsubishi Pajero Sport 2018 3.0G 4x4 AT Premium gia 660 Triệu - Hà Nội,78000.0
Kia Morning,2019.0,289,Hà Nội,Ban xe oto cu Kia Morning 2019 Luxury gia 289 Triệu - Hà Nội,50000.0
MG ZS,2021.0,369,Hà Nội,Ban xe oto cu MG ZS 2021 Standard 1.5 AT 2WD gia 369 Triệu - Hà Nội,70000.0
Volkswagen Viloran,2024.0,1680,TP HCM,Ban xe oto cu Volkswagen Viloran 2024 Premium gia 1 Tỷ 680 Triệu - TP HCM,17000.0
Kia Morning,2016.0,243,Hà Nội,Ban xe oto cu Kia Morning 2016 Si AT gia 243 Triệu - Hà Nội,120000.0
Hyundai SantaFe,2024.0,1289,Hà Nội,Ban xe oto cu Hyundai SantaFe 2024 Cao cấp 2.2L HTRAC gia 1 Tỷ 289 Triệu - Hà Nội,30000.0
Toyota Camry,2013.0,450,Hà Nội,Ban xe oto cu Toyota Camry 2013 2.5Q gia 450 Triệu - Hà Nội,130000.0
Mazda CX5,2013.0,370,Hải Phòng,Ban xe oto cu Mazda CX5 2013 2.0 AT gia 370 Triệu - Hải Phòng,130500.0
VinFast VF7,2026.0,678,Hà Nội,Ban xe oto VinFast VF7 2026 Eco gia 678 Triệu - Hà Nội,
Hyundai Accent,2023.0,435,Hà Nội,Ban xe oto cu Hyundai Accent 2023 1.4 AT gia 435 Triệu - Hà Nội,48000.0
Ford Everest,2019.0,780,Hà Nội,Ban xe oto cu Ford Everest 2019 Titanium 2.0L 4x2 AT gia 780 Triệu - Hà Nội,100000.0
Lexus RX,2017.0,2250,Hà Nội,Ban xe oto cu Lexus RX 2017 350 gia 2 Tỷ 250 Triệu - Hà Nội,110000.0
MG ZS,2022.0,435,Hà Nội,Ban xe oto cu MG ZS 2022 Luxury 1.5 AT 2WD gia 435 Triệu - Hà Nội,15000.0
Lexus RX,2020.0,2390,Hà Nội,Ban xe oto cu Lexus RX 2020 300 gia 2 Tỷ 390 Triệu - Hà Nội,88000.0
Kia Sedona,2017.0,599,Hà Nội,Ban xe oto cu Kia Sedona 2017 2.2L DATH gia 599 Triệu - Hà Nội,150000.0
Honda CRV,2022.0,855,Hà Nội,Ban xe oto cu Honda CRV 2022 L gia 855 Triệu - Hà Nội,52000.0
Ford Everest,2019.0,820,Hà Nội,Ban xe oto cu Ford Everest 2019 Titanium 2.0L 4x4 AT gia 820 Triệu - Hà Nội,70000.0
Ford Everest,2008.0,189,Hà Nội,Ban xe oto cu Ford Everest 2008 2.5L 4x2 AT gia 189 Triệu - Hà Nội,15000.0
Mercedes Benz GL,2015.0,899,Hà Nội,Ban xe oto cu Mercedes Benz GL 2015 400 4Matic gia 899 Triệu - Hà Nội,
Mercedes Benz C class,2021.0,1080,Hà Nội,Ban xe oto cu Mercedes Benz C class 2021 C300 AMG gia 1 Tỷ 80 Triệu - Hà Nội,
Toyota Camry,2017.0,629,Hà Nội,Ban xe oto cu Toyota Camry 2017 2.5Q gia 629 Triệu - Hà Nội,
Honda CRV,2017.0,520,Hà Nội,Ban xe oto cu Honda CRV 2017 2.0 AT gia 520 Triệu - Hà Nội,
VinFast Lux A 2.0,2020.0,479,Hà Nội,Ban xe oto cu VinFast Lux A 2.0 2020 Plus 2.0 AT gia 479 Triệu - Hà Nội,
Bestune Xiaoma,2025.0,205,TP HCM,Ban xe oto Bestune Xiaoma 2025 AT gia 205 Triệu - TP HCM,
Ford Everest,2026.0,1159,Hà Nội,Ban xe oto Ford Everest 2026 Sport Special Edition 2.0L 4x2 AT gia 1 Tỷ 159 Triệu - Hà Nội,
Nissan Terra,2019.0,535,Thái Bình,Ban xe oto cu Nissan Terra 2019 S 2.5 MT 2WD gia 535 Triệu - Thái Bình,38000.0
Toyota Innova,2026.0,925,Hà Nội,Ban xe oto Toyota Innova 2026 Cross HEV 2.0 CVT gia 925 Triệu - Hà Nội,
Hyundai SantaFe,2026.0,1165,Hà Nội,Ban xe oto Hyundai SantaFe 2026 Calligraphy 2.5L Turbo HTRAC gia 1 Tỷ 165 Triệu - Hà Nội,
VinFast VF3,2026.0,269,Hà Nội,Ban xe oto VinFast VF3 2026 Plus gia 269 Triệu - Hà Nội,
Ford Ranger,2025.0,707,TP HCM,Ban xe oto Ford Ranger 2025 XLS 2.0L 4x2 AT gia 707 Triệu - TP HCM,
Kia Seltos,2026.0,629,Hà Nội,Ban xe oto Kia Seltos 2026 Luxury 1.5 AT gia 629 Triệu - Hà Nội,
Hyundai Accent,2024.0,479,Hà Nội,Ban xe oto cu Hyundai Accent 2024 Đặc biệt 1.5 AT gia 479 Triệu - Hà Nội,17000.0
Hyundai Accent,2024.0,479,Hà Nội,Ban xe oto cu Hyundai Accent 2024 Đặc biệt 1.5 AT gia 479 Triệu - Hà Nội,18500.0
Kia Sonet,2023.0,560,Bà Rịa Vũng Tàu,Ban xe oto cu Kia Sonet 2023 Deluxe 1.5 AT gia 560 Triệu - Bà Rịa Vũng Tàu,13000.0
Toyota Raize,2022.0,472,Phú Thọ,Ban xe oto cu Toyota Raize 2022 G 1.0 CVT gia 472 Triệu - Phú Thọ,28000.0
Mazda CX 30,2025.0,695,Hà Nội,Ban xe oto cu Mazda CX 30 2025 Premium 2.0 AT gia 695 Triệu - Hà Nội,10000.0
Subaru Outback,2023.0,1360,Hà Nội,Ban xe oto cu Subaru Outback 2023 2.5i-T EyeSight gia 1 Tỷ 360 Triệu - Hà Nội,20000.0
Chevrolet Trailblazer,2018.0,555,Hà Nội,Ban xe oto cu Chevrolet Trailblazer 2018 LTZ 2.5L VGT 4x4 AT gia 555 Triệu - Hà Nội,90000.0
Toyota Prado,2025.0,3580,Hà Nội,Ban xe oto cu Toyota Prado 2025 LC250 2.4L gia 3 Tỷ 580 Triệu - Hà Nội,6000.0
Mazda CX5,2024.0,779,Hà Nội,Ban xe oto cu Mazda CX5 2024 Premium 2.0 AT gia 779 Triệu - Hà Nội,8000.0
Ford Everest,2023.0,1165,Hà Nội,Ban xe oto cu Ford Everest 2023 Titanium 2.0L 4x2 AT gia 1 Tỷ 165 Triệu - Hà Nội,19000.0
Kia Carnival,2023.0,1215,Hà Nội,Ban xe oto cu Kia Carnival 2023 Signature 2.2D gia 1 Tỷ 215 Triệu - Hà Nội,50000.0
Hyundai SantaFe,2024.0,1090,Hà Nội,Ban xe oto cu Hyundai SantaFe 2024 Tiêu chuẩn 2.2L gia 1 Tỷ 90 Triệu - Hà Nội,20000.0
Mazda CX8,2025.0,985,Hà Nội,Ban xe oto cu Mazda CX8 2025 Premium 2.5 AT gia 985 Triệu - Hà Nội,10000.0
Lexus RX,2019.0,2360,Hà Nội,Ban xe oto cu Lexus RX 2019 300 gia 2 Tỷ 360 Triệu - Hà Nội,60000.0
Toyota Camry,2022.0,1095,Hà Nội,Ban xe oto cu Toyota Camry 2022 2.5Q gia 1 Tỷ 95 Triệu - Hà Nội,60000.0
Hyundai SantaFe,2021.0,765,Hà Nội,Ban xe oto cu Hyundai SantaFe 2021 2.4L gia 765 Triệu - Hà Nội,68000.0
Hyundai Tucson,2024.0,935,Hà Nội,Ban xe oto cu Hyundai Tucson 2024 1.6 AT Turbo HTRAC Đặc biệt gia 935 Triệu - Hà Nội,7800.0
Mazda 3,2016.0,348,Hà Nội,Ban xe oto cu Mazda 3 2016 1.5 AT gia 348 Triệu - Hà Nội,9000.0
Hyundai Tucson,2020.0,650,Hà Nội,Ban xe oto cu Hyundai Tucson 2020 2.0 ATH gia 650 Triệu - Hà Nội,60000.0
Hyundai Venue,2024.0,516,Hà Nội,Ban xe oto cu Hyundai Venue 2024 1.0 T-GDi Đặc Biệt gia 516 Triệu - Hà Nội,20000.0
Mercedes Benz C class,2017.0,629,TP HCM,Ban xe oto cu Mercedes Benz C class 2017 C250 Exclusive gia 629 Triệu - TP HCM,130000.0
Hyundai Creta,2023.0,645,TP HCM,Ban xe oto cu Hyundai Creta 2023 Cao cấp 1.5 AT gia 645 Triệu - TP HCM,28000.0
Hyundai Stargazer,2025.0,504,TP HCM,Ban xe oto Hyundai Stargazer 2025 X 1.5 AT gia 504 Triệu - TP HCM,
Kia Sportage,2023.0,780,Hà Nội,Ban xe oto cu Kia Sportage 2023 Premium 2.0G gia 780 Triệu - Hà Nội,20000.0
Hyundai SantaFe,2010.0,335,Hà Nội,Ban xe oto cu Hyundai SantaFe 2010 SLX gia 335 Triệu - Hà Nội,90000.0
Hyundai SantaFe,2023.0,935,Hà Nội,Ban xe oto cu Hyundai SantaFe 2023 Tiêu chuẩn 2.5L gia 935 Triệu - Hà Nội,69000.0
Toyota Camry,2014.0,485,Hà Nội,Ban xe oto cu Toyota Camry 2014 2.5Q gia 485 Triệu - Hà Nội,12000.0
Volkswagen Tiguan,2018.0,665,Hà Nội,Ban xe oto cu Volkswagen Tiguan 2018 Allspace gia 665 Triệu - Hà Nội,90000.0
Hyundai Tucson,2018.0,565,Hà Nội,Ban xe oto cu Hyundai Tucson 2018 2.0 AT gia 565 Triệu - Hà Nội,110000.0
Honda City,2018.0,378,Hà Nội,Ban xe oto cu Honda City 2018 1.5TOP gia 378 Triệu - Hà Nội,80000.0
Honda BR V,2023.0,595,Hà Nội,Ban xe oto cu Honda BR V 2023 L gia 595 Triệu - Hà Nội,50000.0
Hyundai SantaFe,2021.0,880,Hà Nội,Ban xe oto cu Hyundai SantaFe 2021 Cao cấp 2.2L HTRAC gia 880 Triệu - Hà Nội,80000.0
Toyota Fortuner,2018.0,680,Hà Nội,Ban xe oto cu Toyota Fortuner 2018 2.4G 4x2 MT gia 680 Triệu - Hà Nội,140000.0
Toyota Camry,2001.0,158,Hà Nội,Ban xe oto cu Toyota Camry 2001 GLi 2.2 gia 158 Triệu - Hà Nội,20000.0
Ford EcoSport,2019.0,368,Hà Nội,Ban xe oto cu Ford EcoSport 2019 Titanium 1.5L AT gia 368 Triệu - Hà Nội,6000.0
Ford Territory,2025.0,700,TP HCM,Ban xe oto cu Ford Territory 2025 Trend 1.5 AT gia 700 Triệu - TP HCM,20000.0
Toyota Innova,2016.0,365,TP HCM,Ban xe oto cu Toyota Innova 2016 2.0E gia 365 Triệu - TP HCM,103000.0
Hyundai SantaFe,2022.0,1145,Hà Nội,Ban xe oto cu Hyundai SantaFe 2022 Cao cấp 2.2L HTRAC gia 1 Tỷ 145 Triệu - Hà Nội,30000.0
Mazda 3,2016.0,360,Hà Nội,Ban xe oto cu Mazda 3 2016 1.5 AT gia 360 Triệu - Hà Nội,130000.0
VinFast VF8,2026.0,799,Hà Nội,Ban xe oto VinFast VF8 2026 Eco gia 799 Triệu - Hà Nội,
Ford Territory,2026.0,747,Hà Nội,Ban xe oto Ford Territory 2026 Titanium 1.5 AT gia 747 Triệu - Hà Nội,
LandRover Range Rover Velar,2021.0,5090,TP HCM,Ban xe oto LandRover Range Rover Velar 2021 R-Dynamic SE 2.0 gia 5 Tỷ 90 Triệu - TP HCM,
Toyota Vios,2025.0,509,Hà Nội,Ban xe oto cu Toyota Vios 2025 G 1.5 CVT gia 509 Triệu - Hà Nội,14000.0
Kia Seltos,2026.0,585,Hà Nội,Ban xe oto Kia Seltos 2026 Deluxe 1.5 AT gia 585 Triệu - Hà Nội,
Toyota Corolla Cross,2026.0,835,Hà Nội,Ban xe oto Toyota Corolla Cross 2026 1.8HEV gia 835 Triệu - Hà Nội,
Ford Mustang,2025.0,1649,Hà Nội,Ban xe oto Ford Mustang 2025 Mach-E Premium AWD gia 1 Tỷ 649 Triệu - Hà Nội,
Mercedes Benz C class,2023.0,1989,TP HCM,Ban xe oto cu Mercedes Benz C class 2023 C43 AMG 4Matic gia 1 Tỷ 989 Triệu - TP HCM,1500.0
Mitsubishi Xforce,2026.0,539,TP HCM,Ban xe oto Mitsubishi Xforce 2026 GLX gia 539 Triệu - TP HCM,
Honda CRV,2015.0,468,Lào Cai,Ban xe oto cu Honda CRV 2015 2.4 AT gia 468 Triệu - Lào Cai,15000.0
Volvo S60,2020.0,979,Hà Nội,Ban xe oto cu Volvo S60 2020 T5 R-Design AWD gia 979 Triệu - Hà Nội,33000.0
Hyundai Creta,2022.0,545,Bắc Ninh,Ban xe oto cu Hyundai Creta 2022 Đặc biệt 1.5 AT gia 545 Triệu - Bắc Ninh,67000.0
Kia Seltos,2026.0,629,Hà Nội,Ban xe oto Kia Seltos 2026 Luxury 1.5 AT gia 629 Triệu - Hà Nội,
Mercedes Benz E class,2026.0,2199,TP HCM,Ban xe oto Mercedes Benz E class 2026 E200 Avantgarde gia 2 Tỷ 199 Triệu - TP HCM,
Mercedes Benz GLC,2021.0,1550,Hà Nội,Ban xe oto cu Mercedes Benz GLC 2021 300 4Matic gia 1 Tỷ 550 Triệu - Hà Nội,68000.0
VinFast VF8,2023.0,580,Hà Nội,Ban xe oto cu VinFast VF8 2023 Eco AWD gia 580 Triệu - Hà Nội,38000.0
Mercedes Benz V class,2022.0,3299,Hà Nội,Ban xe oto cu Mercedes Benz V class 2022 V250 Maybach Luxury gia 3 Tỷ 299 Triệu - Hà Nội,
Toyota Corolla Cross,2026.0,855,TP HCM,Ban xe oto Toyota Corolla Cross 2026 1.8HEV gia 855 Triệu - TP HCM,
Toyota Corolla Cross,2022.0,680,Bình Dương,Ban xe oto cu Toyota Corolla Cross 2022 1.8V gia 680 Triệu - Bình Dương,40000.0
Isuzu Dmax,2018.0,420,Bình Dương,Ban xe oto cu Isuzu Dmax 2018 LS Prestige 1.9L 4x2 AT gia 420 Triệu - Bình Dương,0.0
Kia Morning,2016.0,186,Hà Nội,Ban xe oto cu Kia Morning 2016 Van 1.0 AT gia 186 Triệu - Hà Nội,30000.0
Nissan Navara,2018.0,398,Hà Nội,Ban xe oto cu Nissan Navara 2018 EL 2.5 AT 2WD gia 398 Triệu - Hà Nội,80000.0
Ford Ranger,2016.0,370,Bình Dương,Ban xe oto cu Ford Ranger 2016 XLS 2.2L 4x2 AT gia 370 Triệu - Bình Dương,0.0
Toyota Vios,2021.0,405,Bình Dương,Ban xe oto cu Toyota Vios 2021 G 1.5 CVT gia 405 Triệu - Bình Dương,0.0
BMW 5 Series,2018.0,979,Hà Nội,Ban xe oto cu BMW 5 Series 2018 520i gia 979 Triệu - Hà Nội,48000.0
Mazda 6,2017.0,459,Hà Nội,Ban xe oto cu Mazda 6 2017 Premium 2.0 AT gia 459 Triệu - Hà Nội,120000.0
Volvo XC90,2017.0,1390,Hà Nội,Ban xe oto cu Volvo XC90 2017 T6 Inscription gia 1 Tỷ 390 Triệu - Hà Nội,133000.0
